Id,País de origem,País de destino,Ano,Quantidade (kg/L),Valor em US$
69,Brasil,India,2022,247,1021
70,Brasil,Indonésia,2022,0,0
71,Brasil,Irã,2022,47,90
72,Brasil,Iraque,2022,0,0
73,Brasil,Irlanda,2022,0,0
74,Brasil,Itália,2022,1129,6151
75,Brasil,Jamaica,2022,0,0
76,Brasil,Japão,2022,37324,82208
77,Brasil,Jordânia,2022,0,0
78,Brasil,Letônia,2022,0,0
79,Brasil,Líbano,2022,0,0
80,Brasil,Libéria,2022,9145,34815
81,Brasil,Luxemburgo,2022,36,802
82,Brasil,Malásia,2022,0,0
83,Brasil,Malta,2022,3127,15587
84,Brasil,"Marshall, Ilhas",2022,7240,27178
85,Brasil,Mauritânia,2022,0,0
86,Brasil,México,2022,6,33
87,Brasil,Moçambique,2022,383,1927
88,Brasil,Montenegro,2022,0,0
89,Brasil,Namibia,2022,0,0
90,Brasil,Nicaragua,2022,0,0
91,Brasil,Nigéria,2022,32234,50283
92,Brasil,Noruega,2022,2711,40316
93,Brasil,Nova Caledônia,2022,0,0
94,Brasil,Nova Zelândia,2022,63,156
95,Brasil,Omã,2022,194,670
96,Brasil,Países Baixos,2022,7034,37240
97,Brasil,Panamá,2022,11490,49392
98,Brasil,Paraguai,2022,5076670,7156293
99,Brasil,Peru,2022,0,0
100,Brasil,Polônia,2022,0,0
101,Brasil,Porto Rico,2022,0,0
102,Brasil,Portugal,2022,1918,7613
103,Brasil,Quênia,2022,1440,2080
104,Brasil,Reino Unido,2022,18835,138154
105,Brasil,República Dominicana,2022,0,0
106,Brasil,Rússia,2022,66046,118618
107,Brasil,São Tomé e Príncipe,2022,0,0
108,Brasil,São Vicente e Granadinas,2022,20,51
109,Brasil,Senegal,2022,0,0
110,Brasil,Serra Leoa,2022,8101,15182
111,Brasil,Singapura,2022,4322,15434
112,Brasil,Suazilândia,2022,0,0
113,Brasil,Suécia,2022,5,18
114,Brasil,Suíça,2022,1584,20863
115,Brasil,Suriname,2022,1225,3360
116,Brasil,Tailândia,2022,432,1713
117,Brasil,Taiwan (FORMOSA),2022,25,277
118,Brasil,Tanzânia,2022,0,0
119,Brasil,"Tcheca, República",2022,1305,9997
120,Brasil,Togo,2022,17317,25608
121,Brasil,Trinidade Tobago,2022,0,0
122,Brasil,Tunísia,2022,0,0
123,Brasil,Turquia,2022,418,503
124,Brasil,Tuvalu,2022,0,0
125,Brasil,Uruguai,2022,637117,997367
126,Brasil,Vanuatu,2022,0,0
127,Brasil,Venezuela,2022,23220,32351
128,Brasil,Vietnã,2022,130,277
