Id,País de origem,País de destino,Ano,Quantidade (kg/L),Valor em US$,Population Qt
101,Brasil,Porto Rico,2014,0,0,2796.268000000001
102,Brasil,Portugal,2014,71544,79141,8569.104500000005
103,Brasil,Quênia,2014,0,0,23559.83650000002
104,Brasil,Reino Unido,2014,305807,1373747,51036.593499999995
105,Brasil,República Dominicana,2014,0,0,6674.547
106,Brasil,Rússia,2014,190656,61440,116576.44199999995
107,Brasil,São Tomé e Príncipe,2014,0,0,101.58149999999998
108,Brasil,São Vicente e Granadinas,2014,0,0,75.85150000000006
109,Brasil,Senegal,2014,0,0,7025.189000000002
110,Brasil,Serra Leoa,2014,0,0,3651.6385
111,Brasil,Singapura,2014,0,0,
112,Brasil,Suazilândia,2014,0,0,
113,Brasil,Suécia,2014,10404,51057,7763.05
114,Brasil,Suíça,2014,27933,231762,6710.3585
115,Brasil,Suriname,2014,6,19,373.94100000000003
116,Brasil,Tailândia,2014,0,0,54637.07550000001
117,Brasil,Taiwan (FORMOSA),2014,12519,67907,
118,Brasil,Tanzânia,2014,0,0,24733.458500000004
119,Brasil,"Tcheca, República",2014,4500,35005,8656.410000000002
120,Brasil,Togo,2014,0,0,3798.5090000000014
121,Brasil,Trinidade Tobago,2014,360,1600,1096.3524999999995
122,Brasil,Tunísia,2014,0,0,8176.752999999997
123,Brasil,Turquia,2014,0,0,
124,Brasil,Tuvalu,2014,0,0,6.7985000000000015
125,Brasil,Uruguai,2014,0,0,2511.798
126,Brasil,Vanuatu,2014,0,0,147.53199999999995
127,Brasil,Venezuela,2014,14,232,19833.21700000001
128,Brasil,Vietnã,2014,0,0,
1,Brasil,Afeganistão,2015,0,0,15818.287
2,Brasil,África do Sul,2015,0,0,37242.123499999994
3,Brasil,"Alemanha, República Democrática",2015,10680,44780,
4,Brasil,Angola,2015,1908,17089,13509.286499999993
5,Brasil,Anguilla,2015,0,0,11.031500000000003
6,Brasil,Antígua e Barbuda,2015,0,0,
7,Brasil,Antilhas Holandesas,2015,6660,10545,
8,Brasil,Argentina,2015,0,0,30462.117999999988
9,Brasil,Aruba,2015,0,0,80.74000000000001
10,Brasil,Austrália,2015,7437,48011,18456.488999999994
11,Brasil,Áustria,2015,0,0,7140.3155000000015
12,Brasil,Bahamas,2015,0,0,281.1650000000001
13,Brasil,Bangladesh,2015,0,0,100242.30049999998
14,Brasil,Barbados,2015,0,0,214.47399999999993
15,Brasil,Barein,2015,0,0,1039.1409999999998
16,Brasil,Bélgica,2015,4473,26399,8963.972999999998
17,Brasil,Belice,2015,0,0,222.36800000000005
18,Brasil,Benin,2015,0,0,5506.583999999999
19,Brasil,Bolívia,2015,10674,12990,6737.244000000001
20,Brasil,Bósnia-Herzegovina,2015,0,0,2862.944
21,Brasil,Brasil,2015,0,0,148777.05199999994
22,Brasil,Bulgária,2015,0,0,6088.294
23,Brasil,Cabo Verde,2015,0,0,357.44599999999986
24,Brasil,Camarões,2015,0,0,11566.944000000005
25,Brasil,Canadá,2015,24547,118394,28717.001999999997
26,Brasil,Catar,2015,0,0,2034.4029999999998
27,Brasil,"Cayman, Ilhas",2015,0,0,48.28200000000001
28,Brasil,Chile,2015,0,0,13539.396499999999
29,Brasil,China,2015,47609,222866,1089244.2564999994
30,Brasil,Chipre,2015,0,0,955.8720000000001
31,Brasil,Cingapura,2015,1116,2774,4718.6125
32,Brasil,"Cocos (Keeling), Ilhas",2015,0,0,
33,Brasil,Colômbia,2015,0,0,33119.5645
34,Brasil,Comores,2015,0,0,389.6230000000004
35,Brasil,Congo,2015,0,0,2639.416499999999
36,Brasil,"Coreia, Republica Sul",2015,0,0,42101.8275
37,Brasil,Costa do Marfim,2015,0,0,11691.738499999998
38,Brasil,Costa Rica,2015,0,0,3552.2975000000006
39,Brasil,Croácia,2015,0,0,3501.2079999999996
40,Brasil,Cuba,2015,97965,108864,9012.708499999999
41,Brasil,Curaçao,2015,0,0,127.44949999999997
42,Brasil,Dinamarca,2015,7080,29306,4509.07
43,Brasil,Dominica,2015,0,0,51.172000000000004
44,Brasil,El Salvador,2015,0,0,4035.224500000001
45,Brasil,Emirados Arabes Unidos,2015,765,3740,7347.791000000005
46,Brasil,Equador,2015,0,0,10574.073
47,Brasil,"Eslovaca, Republica",2015,0,0,4423.8385000000035
48,Brasil,Espanha,2015,0,0,38084.376
49,Brasil,Estados Unidos,2015,195896,524109,249108.32649999994
50,Brasil,Estônia,2015,0,0,1068.9405000000002
51,Brasil,Filipinas,2015,0,0,63192.67649999998
52,Brasil,Finlândia,2015,0,0,4405.1765
53,Brasil,França,2015,1596,4749,49893.20400000001
54,Brasil,Gana,2015,0,0,15899.507000000003
55,Brasil,Gibraltar,2015,0,0,25.543499999999995
56,Brasil,Granada,2015,0,0,
57,Brasil,Grécia,2015,0,0,8908.067499999996
58,Brasil,Guatemala,2015,0,0,9105.274999999996
59,Brasil,Guiana,2015,0,0,
60,Brasil,Guiana Francesa,2015,0,0,
61,Brasil,Guine Bissau,2015,0,0,906.6729999999999
62,Brasil,Guine Equatorial,2015,0,0,756.728
63,Brasil,Haiti,2015,0,0,6274.897999999998
64,Brasil,Honduras,2015,0,0,5483.876000000001
65,Brasil,Hong Kong,2015,1229,7837,
66,Brasil,Hungria,2015,0,0,8125.433500000002
67,Brasil,Ilha de Man,2015,0,0,
68,Brasil,Ilhas Virgens,2015,0,0,
69,Brasil,India,2015,0,0,867882.5079999999
70,Brasil,Indonésia,2015,0,0,
71,Brasil,Irã,2015,0,0,59300.655500000015
72,Brasil,Iraque,2015,0,0,20085.502999999997
73,Brasil,Irlanda,2015,0,0,3489.2909999999983
74,Brasil,Itália,2015,0,0,50247.39750000002
75,Brasil,Jamaica,2015,0,0,1987.7455
76,Brasil,Japão,2015,31597,87853,107543.67149999998
77,Brasil,Jordânia,2015,0,0,5596.901500000001
78,Brasil,Letônia,2015,0,0,1640.1479999999995
79,Brasil,Líbano,2015,0,0,4491.166499999999
80,Brasil,Libéria,2015,0,0,2348.1050000000014
81,Brasil,Luxemburgo,2015,2295,17358,
82,Brasil,Malásia,2015,0,0,21579.302999999993
83,Brasil,Malta,2015,0,0,380.3490000000002
84,Brasil,"Marshall, Ilhas",2015,0,0,27.981499999999986
85,Brasil,Mauritânia,2015,0,0,1966.6989999999996
86,Brasil,México,2015,0,0,80416.5665
87,Brasil,Moçambique,2015,0,0,
88,Brasil,Montenegro,2015,0,0,491.72700000000015
89,Brasil,Namibia,2015,0,0,1306.483
90,Brasil,Nicaragua,2015,0,0,3876.3344999999995
91,Brasil,Nigéria,2015,0,0,90817.44699999997
92,Brasil,Noruega,2015,1058,6021,4063.731000000001
93,Brasil,Nova Caledônia,2015,0,0,200.8275
94,Brasil,Nova Zelândia,2015,809,3476,3485.491499999999
95,Brasil,Omã,2015,0,0,3118.8419999999996
96,Brasil,Países Baixos,2015,44987,186464,13591.268
97,Brasil,Panamá,2015,0,0,2643.0074999999997
98,Brasil,Paraguai,2015,495428,741370,3916.6955000000016
99,Brasil,Peru,2015,0,0,20386.826500000003
100,Brasil,Polônia,2015,11654,42781,31614.344999999998
101,Brasil,Porto Rico,2015,0,0,2773.7059999999988
102,Brasil,Portugal,2015,47736,42586,8551.545
103,Brasil,Quênia,2015,0,0,24264.6515
104,Brasil,Reino Unido,2015,68382,308407,51412.0375
105,Brasil,República Dominicana,2015,0,0,6795.035499999999
106,Brasil,Rússia,2015,47664,18240,116332.86999999997
107,Brasil,São Tomé e Príncipe,2015,0,0,103.41799999999998
108,Brasil,São Vicente e Granadinas,2015,0,0,76.04650000000002
109,Brasil,Senegal,2015,0,0,7229.932999999999
110,Brasil,Serra Leoa,2015,0,0,3764.9500000000007
111,Brasil,Singapura,2015,0,0,
112,Brasil,Suazilândia,2015,0,0,
113,Brasil,Suécia,2015,1412,6404,7830.612500000003
114,Brasil,Suíça,2015,15872,85790,6793.480499999998
115,Brasil,Suriname,2015,453,713,379.35649999999964
116,Brasil,Tailândia,2015,0,0,55248.00100000001
117,Brasil,Taiwan (FORMOSA),2015,7200,23940,
118,Brasil,Tanzânia,2015,0,0,25576.220000000005
119,Brasil,"Tcheca, República",2015,2297,15304,8642.810500000001
120,Brasil,Togo,2015,0,0,3902.7044999999985
121,Brasil,Trinidade Tobago,2015,0,0,1105.3009999999997
122,Brasil,Tunísia,2015,0,0,8262.183500000001
123,Brasil,Turquia,2015,0,0,
124,Brasil,Tuvalu,2015,0,0,6.817500000000005
125,Brasil,Uruguai,2015,0,0,2529.316500000001
126,Brasil,Vanuatu,2015,0,0,150.88999999999996
127,Brasil,Venezuela,2015,0,0,20158.589
128,Brasil,Vietnã,2015,0,0,
1,Brasil,Afeganistão,2016,0,0,16325.939499999995
2,Brasil,África do Sul,2016,0,0,37654.333
3,Brasil,"Alemanha, República Democrática",2016,14012,68109,
4,Brasil,Angola,2016,7359,35390,14009.660999999998
5,Brasil,Anguilla,2016,0,0,11.361
6,Brasil,Antígua e Barbuda,2016,0,0,
7,Brasil,Antilhas Holandesas,2016,16641,26450,
8,Brasil,Argentina,2016,0,0,30837.4805
9,Brasil,Aruba,2016,0,0,81.50600000000001
10,Brasil,Austrália,2016,1954,13799,18760.113999999998
11,Brasil,Áustria,2016,675,5220,7217.382999999996
12,Brasil,Bahamas,2016,0,0,286.15700000000015
13,Brasil,Bangladesh,2016,0,0,102593.163
14,Brasil,Barbados,2016,0,0,215.72049999999993
15,Brasil,Barein,2016,0,0,1079.0754999999997
16,Brasil,Bélgica,2016,7200,46534,9021.461000000001
17,Brasil,Belice,2016,0,0,229.54550000000017
18,Brasil,Benin,2016,5040,20333,5681.8279999999995
19,Brasil,Bolívia,2016,13586,16902,6887.289
20,Brasil,Bósnia-Herzegovina,2016,0,0,2838.7615
21,Brasil,Brasil,2016,0,0,150984.42499999993
22,Brasil,Bulgária,2016,0,0,6028.204499999998
23,Brasil,Cabo Verde,2016,0,0,364.9634999999998
24,Brasil,Camarões,2016,0,0,11947.877000000002
25,Brasil,Canadá,2016,13711,71096,29041.319999999996
26,Brasil,Catar,2016,0,0,2193.2325
27,Brasil,"Cayman, Ilhas",2016,0,0,49.5185
28,Brasil,Chile,2016,0,0,13769.3415
29,Brasil,China,2016,134106,499622,1096191.5279999997
30,Brasil,Chipre,2016,0,0,966.0965000000002
31,Brasil,Cingapura,2016,5445,13199,4800.615499999996
32,Brasil,"Cocos (Keeling), Ilhas",2016,0,0,
33,Brasil,Colômbia,2016,0,0,33752.066000000006
34,Brasil,Comores,2016,0,0,401.333
35,Brasil,Congo,2016,0,0,2696.440000000002
36,Brasil,"Coreia, Republica Sul",2016,8,20,42632.520500000006
37,Brasil,Costa do Marfim,2016,0,0,12054.615999999993
38,Brasil,Costa Rica,2016,0,0,3611.5215000000003
39,Brasil,Croácia,2016,0,0,3485.5885000000003
40,Brasil,Cuba,2016,63741,69830,9042.172499999995
41,Brasil,Curaçao,2016,0,0,128.9285
42,Brasil,Dinamarca,2016,1278,8171,4543.5675
43,Brasil,Dominica,2016,0,0,51.62249999999999
44,Brasil,El Salvador,2016,0,0,4096.579499999998
45,Brasil,Emirados Arabes Unidos,2016,585,2760,7437.807499999996
46,Brasil,Equador,2016,0,0,10825.884
47,Brasil,"Eslovaca, Republica",2016,0,0,4429.982999999999
48,Brasil,Espanha,2016,0,0,38121.27950000001
49,Brasil,Estados Unidos,2016,258072,687411,251501.6009999999
50,Brasil,Estônia,2016,900,4800,1067.5160000000003
51,Brasil,Filipinas,2016,0,0,64740.06799999995
52,Brasil,Finlândia,2016,7617,41003,4422.7235
53,Brasil,França,2016,6037,30055,50071.86500000002
54,Brasil,Gana,2016,0,0,16307.59850000001
55,Brasil,Gibraltar,2016,0,0,25.618
56,Brasil,Granada,2016,0,0,
57,Brasil,Grécia,2016,0,0,8862.182999999997
58,Brasil,Guatemala,2016,0,0,9366.775500000003
59,Brasil,Guiana,2016,0,0,
60,Brasil,Guiana Francesa,2016,0,0,
61,Brasil,Guine Bissau,2016,0,0,934.3679999999999
62,Brasil,Guine Equatorial,2016,0,0,787.1225000000004
63,Brasil,Haiti,2016,0,0,6405.826
64,Brasil,Honduras,2016,0,0,5650.7535
65,Brasil,Hong Kong,2016,6975,86199,
66,Brasil,Hungria,2016,0,0,8100.167999999997
67,Brasil,Ilha de Man,2016,0,0,
68,Brasil,Ilhas Virgens,2016,0,0,
69,Brasil,India,2016,0,0,885367.966
70,Brasil,Indonésia,2016,0,0,
71,Brasil,Irã,2016,0,0,60156.26599999999
72,Brasil,Iraque,2016,0,0,20715.207000000013
73,Brasil,Irlanda,2016,0,0,3533.7900000000013
74,Brasil,Itália,2016,585,3465,50231.35799999999
75,Brasil,Jamaica,2016,0,0,2014.2414999999999
76,Brasil,Japão,2016,34341,90954,107495.32999999999
77,Brasil,Jordânia,2016,0,0,5920.1569999999965
78,Brasil,Letônia,2016,0,0,1619.0175000000002
79,Brasil,Líbano,2016,0,0,4346.677500000001
80,Brasil,Libéria,2016,0,0,2398.5944999999997
81,Brasil,Luxemburgo,2016,2759,21426,
82,Brasil,Malásia,2016,0,0,22055.023500000003
83,Brasil,Malta,2016,0,0,390.94399999999996
84,Brasil,"Marshall, Ilhas",2016,0,0,27.7255
85,Brasil,Mauritânia,2016,0,0,2026.2219999999998
86,Brasil,México,2016,0,0,81959.295
87,Brasil,Moçambique,2016,0,0,
88,Brasil,Montenegro,2016,0,0,492.03599999999983
89,Brasil,Namibia,2016,0,0,1334.215
90,Brasil,Nicaragua,2016,0,0,3963.9384999999993
91,Brasil,Nigéria,2016,0,0,93167.72900000006
92,Brasil,Noruega,2016,0,0,4107.245
93,Brasil,Nova Caledônia,2016,0,0,202.41849999999988
94,Brasil,Nova Zelândia,2016,504,9472,3554.9365
95,Brasil,Omã,2016,0,0,3283.0570000000016
96,Brasil,Países Baixos,2016,42953,190203,13692.187500000004
97,Brasil,Panamá,2016,0,0,2700.816499999998
98,Brasil,Paraguai,2016,985739,1655417,4002.1165000000024
99,Brasil,Peru,2016,0,0,20752.6245
100,Brasil,Polônia,2016,11457,35402,31616.474499999997
101,Brasil,Porto Rico,2016,0,0,2749.748499999999
102,Brasil,Portugal,2016,0,0,8541.600500000006
103,Brasil,Quênia,2016,0,0,24997.519499999995
104,Brasil,Reino Unido,2016,117044,536681,51761.85350000002
105,Brasil,República Dominicana,2016,0,0,6911.419999999997
106,Brasil,Rússia,2016,0,0,116137.11050000002
107,Brasil,São Tomé e Príncipe,2016,0,0,105.30600000000003
108,Brasil,São Vicente e Granadinas,2016,0,0,76.13850000000001
109,Brasil,Senegal,2016,0,0,7448.185000000001
110,Brasil,Serra Leoa,2016,0,0,3884.333
111,Brasil,Singapura,2016,0,0,
112,Brasil,Suazilândia,2016,0,0,
113,Brasil,Suécia,2016,291,1214,7896.837999999998
114,Brasil,Suíça,2016,4230,33340,6870.688500000001
115,Brasil,Suriname,2016,900,1375,385.2474999999999
116,Brasil,Tailândia,2016,0,0,55813.27499999998
117,Brasil,Taiwan (FORMOSA),2016,16967,80379,
118,Brasil,Tanzânia,2016,0,0,26489.421499999997
119,Brasil,"Tcheca, República",2016,3837,28473,8627.292
120,Brasil,Togo,2016,0,0,4010.0970000000007
121,Brasil,Trinidade Tobago,2016,0,0,1113.9699999999998
122,Brasil,Tunísia,2016,0,0,8340.516000000001
123,Brasil,Turquia,2016,0,0,
124,Brasil,Tuvalu,2016,0,0,6.8290000000000015
125,Brasil,Uruguai,2016,0,0,2546.1809999999996
126,Brasil,Vanuatu,2016,0,0,154.371
127,Brasil,Venezuela,2016,0,0,20382.658999999992
128,Brasil,Vietnã,2016,0,0,
1,Brasil,Afeganistão,2017,0,0,16945.487500000007
2,Brasil,África do Sul,2017,0,0,37763.69549999999
3,Brasil,"Alemanha, República Democrática",2017,15467,87702,
4,Brasil,Angola,2017,10170,61680,14528.449499999999
5,Brasil,Anguilla,2017,0,0,11.596999999999996
6,Brasil,Antígua e Barbuda,2017,0,0,
7,Brasil,Antilhas Holandesas,2017,5400,8550,
8,Brasil,Argentina,2017,0,0,31209.0675
9,Brasil,Aruba,2017,0,0,82.16150000000003
10,Brasil,Austrália,2017,1350,7500,19087.979000000014
11,Brasil,Áustria,2017,0,0,7267.995999999995
12,Brasil,Bahamas,2017,0,0,291.085
13,Brasil,Bangladesh,2017,0,0,105031.24300000006
14,Brasil,Barbados,2017,0,0,217.01750000000004
15,Brasil,Barein,2017,0,0,1119.2445
16,Brasil,Bélgica,2017,2790,16405,9078.598500000002
17,Brasil,Belice,2017,0,0,236.78599999999992
18,Brasil,Benin,2017,0,0,5861.614999999997
19,Brasil,Bolívia,2017,9495,23085,7039.687500000004
20,Brasil,Bósnia-Herzegovina,2017,0,0,2812.366
21,Brasil,Brasil,2017,0,0,153170.05649999998
22,Brasil,Bulgária,2017,117,1579,5974.634000000004
23,Brasil,Cabo Verde,2017,0,0,372.6185
24,Brasil,Camarões,2017,1749,7476,12310.409
25,Brasil,Canadá,2017,6075,30658,29432.73500000001
26,Brasil,Catar,2017,13338,81606,2289.6815
27,Brasil,"Cayman, Ilhas",2017,0,0,50.73850000000002
28,Brasil,Chile,2017,0,0,14058.907000000001
29,Brasil,China,2017,67594,266086,1102512.466
30,Brasil,Chipre,2017,0,0,975.9540000000001
31,Brasil,Cingapura,2017,0,0,4872.014999999999
32,Brasil,"Cocos (Keeling), Ilhas",2017,0,0,
33,Brasil,Colômbia,2017,0,0,34562.33900000001
34,Brasil,Comores,2017,0,0,413.17950000000013
35,Brasil,Congo,2017,0,0,2757.8275000000012
36,Brasil,"Coreia, Republica Sul",2017,0,0,43058.70649999999
37,Brasil,Costa do Marfim,2017,0,0,12437.181999999992
38,Brasil,Costa Rica,2017,0,0,3669.4894999999997
39,Brasil,Croácia,2017,0,0,3467.636000000001
40,Brasil,Cuba,2017,62791,72229,9068.29
41,Brasil,Curaçao,2017,12340,23011,130.20550000000006
42,Brasil,Dinamarca,2017,581,2829,4577.324999999999
43,Brasil,Dominica,2017,0,0,52.14700000000001
44,Brasil,El Salvador,2017,0,0,4156.999499999998
45,Brasil,Emirados Arabes Unidos,2017,675,3302,7525.197500000002
46,Brasil,Equador,2017,0,0,11091.812000000005
47,Brasil,"Eslovaca, Republica",2017,0,0,4434.539499999999
48,Brasil,Espanha,2017,0,0,38229.64049999999
49,Brasil,Estados Unidos,2017,132688,1523699,253920.86249999993
50,Brasil,Estônia,2017,0,0,1066.5734999999995
51,Brasil,Filipinas,2017,0,0,66318.21450000002
52,Brasil,Finlândia,2017,0,0,4439.036000000002
53,Brasil,França,2017,4253,21654,50256.69
54,Brasil,Gana,2017,0,0,16735.444999999996
55,Brasil,Gibraltar,2017,0,0,25.691000000000006
56,Brasil,Granada,2017,0,0,
57,Brasil,Grécia,2017,0,0,8817.469
58,Brasil,Guatemala,2017,0,0,9630.029999999993
59,Brasil,Guiana,2017,0,0,
60,Brasil,Guiana Francesa,2017,0,0,
61,Brasil,Guine Bissau,2017,48,90,962.9475000000001
62,Brasil,Guine Equatorial,2017,2639,30563,816.8745000000002
63,Brasil,Haiti,2017,0,0,6536.353999999997
64,Brasil,Honduras,2017,0,0,5820.820500000001
65,Brasil,Hong Kong,2017,1934,8180,
66,Brasil,Hungria,2017,0,0,8074.399499999997
67,Brasil,Ilha de Man,2017,0,0,
68,Brasil,Ilhas Virgens,2017,0,0,
69,Brasil,India,2017,0,0,902951.6049999997
70,Brasil,Indonésia,2017,0,0,
71,Brasil,Irã,2017,0,0,60922.943999999974
72,Brasil,Iraque,2017,0,0,21363.599
73,Brasil,Irlanda,2017,0,0,3584.233999999998
74,Brasil,Itália,2017,468,2248,50229.468499999995
75,Brasil,Jamaica,2017,0,0,2038.1390000000001
76,Brasil,Japão,2017,33909,92886,107416.63049999998
77,Brasil,Jordânia,2017,0,0,6112.2310000000025
78,Brasil,Letônia,2017,387,3723,1599.3724999999988
79,Brasil,Líbano,2017,0,0,4195.877500000002
80,Brasil,Libéria,2017,0,0,2448.6760000000013
81,Brasil,Luxemburgo,2017,2719,21947,
82,Brasil,Malásia,2017,0,0,22530.079500000003
83,Brasil,Malta,2017,0,0,401.9575
84,Brasil,"Marshall, Ilhas",2017,0,0,27.46600000000001
85,Brasil,Mauritânia,2017,0,0,2088.1795000000016
86,Brasil,México,2017,664,2292,83476.27999999997
87,Brasil,Moçambique,2017,0,0,
88,Brasil,Montenegro,2017,0,0,491.9870000000002
89,Brasil,Namibia,2017,0,0,1362.7314999999999
90,Brasil,Nicaragua,2017,0,0,4051.3005000000003
91,Brasil,Nigéria,2017,0,0,95685.31749999998
92,Brasil,Noruega,2017,0,0,4147.248499999999
93,Brasil,Nova Caledônia,2017,0,0,203.7935000000001
94,Brasil,Nova Zelândia,2017,1678,8140,3623.664000000001
95,Brasil,Omã,2017,0,0,3385.544500000001
96,Brasil,Países Baixos,2017,0,0,13797.597000000002
97,Brasil,Panamá,2017,0,0,2759.867499999998
98,Brasil,Paraguai,2017,2393468,4274650,4086.1234999999997
99,Brasil,Peru,2017,0,0,21167.68100000001
100,Brasil,Polônia,2017,0,0,31607.475000000013
101,Brasil,Porto Rico,2017,0,0,2724.344
102,Brasil,Portugal,2017,0,0,8539.769999999999
103,Brasil,Quênia,2017,0,0,25758.953499999992
104,Brasil,Reino Unido,2017,60711,242883,52091.778499999964
105,Brasil,República Dominicana,2017,0,0,7025.757000000004
106,Brasil,Rússia,2017,0,0,115968.57249999998
107,Brasil,São Tomé e Príncipe,2017,0,0,107.31349999999999
108,Brasil,São Vicente e Granadinas,2017,0,0,76.29049999999998
109,Brasil,Senegal,2017,0,0,7680.652999999999
110,Brasil,Serra Leoa,2017,0,0,4008.8844999999983
111,Brasil,Singapura,2017,0,0,
112,Brasil,Suazilândia,2017,0,0,
113,Brasil,Suécia,2017,15445,64953,7964.642500000002
114,Brasil,Suíça,2017,6525,74816,6935.922999999999
115,Brasil,Suriname,2017,3690,5638,391.4830000000001
116,Brasil,Tailândia,2017,0,0,56321.10749999999
117,Brasil,Taiwan (FORMOSA),2017,14988,43954,
118,Brasil,Tanzânia,2017,0,0,27438.67199999999
119,Brasil,"Tcheca, República",2017,2746,16947,8611.631500000009
120,Brasil,Togo,2017,0,0,4121.859000000001
121,Brasil,Trinidade Tobago,2017,0,0,1123.1044999999992
122,Brasil,Tunísia,2017,0,0,8412.492999999999
123,Brasil,Turquia,2017,0,0,
124,Brasil,Tuvalu,2017,0,0,6.833500000000002
125,Brasil,Uruguai,2017,0,0,2562.0805000000005
126,Brasil,Vanuatu,2017,0,0,157.98
127,Brasil,Venezuela,2017,680,2646,20284.971500000007
128,Brasil,Vietnã,2017,0,0,
1,Brasil,Afeganistão,2018,0,0,17596.52299999999
2,Brasil,África do Sul,2018,0,0,38223.030500000015
3,Brasil,"Alemanha, República Democrática",2018,10794,45382,
4,Brasil,Angola,2018,477,709,15055.312999999993
5,Brasil,Anguilla,2018,0,0,11.792999999999997
6,Brasil,Antígua e Barbuda,2018,37,191,
7,Brasil,Antilhas Holandesas,2018,0,0,
8,Brasil,Argentina,2018,15711,59150,31584.682000000008
9,Brasil,Aruba,2018,0,0,82.7645
10,Brasil,Austrália,2018,2055,6902,19420.674
11,Brasil,Áustria,2018,0,0,7305.6950000000015
12,Brasil,Bahamas,2018,141,634,295.9570000000001
13,Brasil,Bangladesh,2018,0,0,107404.39149999997
14,Brasil,Barbados,2018,0,0,218.36650000000017
15,Brasil,Barein,2018,0,0,1143.5475000000001
16,Brasil,Bélgica,2018,7497,52799,9134.977999999996
17,Brasil,Belice,2018,0,0,244.03999999999988
18,Brasil,Benin,2018,0,0,6045.582999999998
19,Brasil,Bolívia,2018,21566,57424,7192.637499999999
20,Brasil,Bósnia-Herzegovina,2018,0,0,2783.656000000001
21,Brasil,Brasil,2018,0,0,155296.46399999992
22,Brasil,Bulgária,2018,0,0,5924.7175
23,Brasil,Cabo Verde,2018,18,48,380.0750000000002
24,Brasil,Camarões,2018,0,0,12676.378499999995
25,Brasil,Canadá,2018,5308,20414,29871.894500000002
26,Brasil,Catar,2018,0,0,2329.2220000000007
27,Brasil,"Cayman, Ilhas",2018,19,203,51.94200000000002
28,Brasil,Chile,2018,11049,42832,14387.703499999998
29,Brasil,China,2018,30835,126336,1108859.879
30,Brasil,Chipre,2018,279,480,985.3819999999996
31,Brasil,Cingapura,2018,3298,11616,4936.291499999999
32,Brasil,"Cocos (Keeling), Ilhas",2018,0,0,
33,Brasil,Colômbia,2018,6944,26273,35540.27849999999
34,Brasil,Comores,2018,0,0,424.975
35,Brasil,Congo,2018,0,0,2823.4915
36,Brasil,"Coreia, Republica Sul",2018,120,109,43480.63900000001
37,Brasil,Costa do Marfim,2018,0,0,12836.3895
38,Brasil,Costa Rica,2018,0,0,3726.2780000000002
39,Brasil,Croácia,2018,0,0,3446.7459999999996
40,Brasil,Cuba,2018,4776,5584,9090.573500000002
41,Brasil,Curaçao,2018,23930,43676,142.27050000000003
42,Brasil,Dinamarca,2018,0,0,4610.345500000001
43,Brasil,Dominica,2018,0,0,52.769000000000005
44,Brasil,El Salvador,2018,0,0,4210.717500000001
45,Brasil,Emirados Arabes Unidos,2018,360,1762,7605.035500000001
46,Brasil,Equador,2018,0,0,11409.64049999999
47,Brasil,"Eslovaca, Republica",2018,0,0,4437.163
48,Brasil,Espanha,2018,6123,22631,38447.846999999994
49,Brasil,Estados Unidos,2018,169109,512519,256279.08900000007
50,Brasil,Estônia,2018,0,0,1068.8354999999997
51,Brasil,Filipinas,2018,9608,16205,67914.39450000001
52,Brasil,Finlândia,2018,0,0,4453.261999999999
53,Brasil,França,2018,11077,48677,50450.35250000001
54,Brasil,Gana,2018,9000,13502,17170.466
55,Brasil,Gibraltar,2018,0,0,25.782500000000013
56,Brasil,Granada,2018,0,0,
57,Brasil,Grécia,2018,232,730,8776.529000000004
58,Brasil,Guatemala,2018,0,0,9887.651500000005
59,Brasil,Guiana,2018,0,0,
60,Brasil,Guiana Francesa,2018,0,0,
61,Brasil,Guine Bissau,2018,0,0,992.4404999999998
62,Brasil,Guine Equatorial,2018,8389,26808,845.8220000000001
63,Brasil,Haiti,2018,79500,144425,6667.862000000003
64,Brasil,Honduras,2018,0,0,5992.81
65,Brasil,Hong Kong,2018,1742,9029,
66,Brasil,Hungria,2018,0,0,8063.014500000001
67,Brasil,Ilha de Man,2018,0,0,
68,Brasil,Ilhas Virgens,2018,0,0,
69,Brasil,India,2018,0,0,920289.6015
70,Brasil,Indonésia,2018,0,0,
71,Brasil,Irã,2018,0,0,61651.41199999997
72,Brasil,Iraque,2018,0,0,22061.115499999993
73,Brasil,Irlanda,2018,7560,25767,3641.4569999999994
74,Brasil,Itália,2018,3661,13260,50232.956
75,Brasil,Jamaica,2018,0,0,2057.721
76,Brasil,Japão,2018,36992,112342,107315.9845
77,Brasil,Jordânia,2018,0,0,6303.235499999999
78,Brasil,Letônia,2018,0,0,1581.2585000000004
79,Brasil,Líbano,2018,0,0,4040.110999999999
80,Brasil,Libéria,2018,658,3100,2503.2450000000003
81,Brasil,Luxemburgo,2018,1778,11053,
82,Brasil,Malásia,2018,15,33,22987.120499999997
83,Brasil,Malta,2018,503,1192,413.17600000000004
84,Brasil,"Marshall, Ilhas",2018,923,2436,27.180000000000007
85,Brasil,Mauritânia,2018,0,0,2152.7659999999996
86,Brasil,México,2018,2748,9744,84935.03050000002
87,Brasil,Moçambique,2018,0,0,
88,Brasil,Montenegro,2018,0,0,491.8290000000001
89,Brasil,Namibia,2018,0,0,1391.0485
90,Brasil,Nicaragua,2018,0,0,4138.450000000001
91,Brasil,Nigéria,2018,5175,6250,98324.32849999997
92,Brasil,Noruega,2018,1295,9847,4186.4555
93,Brasil,Nova Caledônia,2018,0,0,205.17249999999993
